Herbariu,Genus,Species,Collecto,Number,Country,Latitude,Longitud,Elevatio,Stemheig,Stemdiam,Stemclus,Stemclus,Pinclust,Pinnaecl,Lenmidpi,Widmidpi,Lfratio,Anglepin,Noveins,Inflobra,Nobracts,Lenpedun,Lenrachi,Widrachi,Ratiorac,Norachil,Lenbasra,Lenmidra,Lenapira,Nostamfl,Nostamen,Lenfruit,Widfruit,Ratiofru,Endosper,Norumina,Deprumin,Orders,Numracllae
mo,Synechanthus,fibrosus,Allen,15169,Belize,16.3,89.03,1098,2.9,,,,clu,2,0.32,0.024,0.075,45,5,,,,,,,25,,,,6,,,,,,,,,
mo,Synechanthus,fibrosus,Allen,15282,Belize,16.3,89.03,1098,,,,,clu,2,0.31,0.026,0.083870968,48,5,2,,,0.157,2.2,14.01273885,57,0.211,0.157,0.104,7,6,0.0098,0.0074,0.755102041,hom,6,0.3,1,4
ny,Synechanthus,fibrosus,Balick,2695,Belize,16.45,88.35,400,,,,,clu,2,0.4,0.024,0.06,34,6,2,,,0.184,2.1,11.41304348,61,0.231,0.205,0.09,6,,,,,,,,1,4
mo,Synechanthus,fibrosus,Boutin,5162,Belize,16.17,88.58,,1,0.025,clu,2,clu,2,0.349,0.025,0.071633238,58,5,2,7,0.683,0.215,3,13.95348837,75,0.2,0.184,0.102,6,,,,,,,,,
mo,Synechanthus,fibrosus,Boutin,5163,Belize,16.17,88.58,,,,,,clu,2,0.293,0.029,0.098976109,52,5,2,,,0.203,3.6,17.73399015,55,0.328,0.208,0.155,7,,,,,,,,1,5
mo,Synechanthus,fibrosus,Brant,2801,Honduras,15.39,87.16,150,,,sol,1,clu,2,0.394,0.029,0.073604061,32,5,2,8,0.67,0.178,2.3,12.92134831,45,0.193,0.163,0.12,6,6,,,,,,,1,2
bh,Synechanthus,fibrosus,Chazdon,108,Costa Rica,10.22,84.03,250,,0.03,sol,1,clu,2,0.245,0.04,0.163265306,45,5,2,,,0.158,3.2,20.25316456,32,0.193,0.157,0.104,6,,,,,,,,1,3
bh,Synechanthus,fibrosus,Chazdon,117,Costa Rica,10.22,84.03,300,,,,,clu,2,0.273,0.043,0.157509158,48,5,2,,,0.237,3.6,15.18987342,115,0.235,0.225,0.097,5,6,,,,,,,1,9
bh,Synechanthus,fibrosus,Chazdon,238,Costa Rica,10.22,84.03,550,,,,,clu,2,0.347,0.056,0.161383285,57,7,2,,,0.08,1.6,20,21,0.145,0.12,0.095,6,,,,,,,,1,2
mo,Synechanthus,fibrosus,Croat,24527,Belize,17.03,88.33,100,,,,,clu,2,0.265,0.022,0.083018868,32,3,2,,,0.203,2,9.852216749,76,0.178,0.201,0.094,6,6,0.0159,0.012,0.754716981,rum,10,0.6,1,6
mo,Synechanthus,fibrosus,Croat,24556,Belize,17.1,88.45,70,,,,,clu,2,0.396,0.035,0.088383838,33,3,2,,,0.189,3,15.87301587,59,0.336,0.203,0.192,6,6,,,,,,,1,5
mo,Synechanthus,fibrosus,Croat,43264,Costa Rica,,,15,,,,,clu,2,,,,,,2,8,0.357,0.168,2.5,14.88095238,,,0.288,,6,,0.012,0.0064,0.533333333,rum,6,0.5,1,6
mo,Synechanthus,fibrosus,Davidse,32197,Belize,16.32,88.45,250,,,clu,2,clu,2,0.447,0.034,0.07606264,36,5,2,,0.714,0.148,3.1,20.94594595,43,0.255,0.23,0.16,7,,0.0161,0.0113,0.701863354,,7,1.1,1,4
mo,Synechanthus,fibrosus,Davidse,35671,Belize,16.29,88.54,250,,,sol,1,clu,2,0.352,0.029,0.082386364,51,5,2,,,0.209,2.3,11.00478469,,0.29,0.282,0.182,6,6,0.0145,0.0097,0.668965517,rum,9,1,1,5
mo,Synechanthus,fibrosus,Davidse,35972,Belize,16.3,88.54,280,,,sol,1,clu,2,0.489,0.026,0.053169734,33,5,2,,,0.258,4.1,15.89147287,,0.413,0.28,0.2,7,,,,,,,,1,6
mo,Synechanthus,fibrosus,de Nevers,7819,Costa Rica,10.27,84.05,125,,,sol,1,clu,2,0.328,0.047,0.143292683,45,5,2,7,0.648,0.125,2.5,20,40,0.17,0.138,0.08,5,,,,,,,,1,2
mo,Synechanthus,fibrosus,Dwyer,11309,Belize,17.33,88.17,,,,,,clu,2,0.39,0.028,0.071794872,28,5,2,,,0.197,3.5,17.76649746,61,0.228,0.196,0.087,10,,0.0168,0.0127,0.755952381,rum,6,1,1,5
mo,Synechanthus,fibrosus,Evans,1059,Honduras,15.42,86.5,260,,,sol,1,clu,2,0.335,0.037,0.110447761,38,5,2,,,0.152,1.8,11.84210526,44,0.185,0.185,0.14,6,,0.0162,0.0119,0.734567901,rum,9,1.9,1,3
mo,Synechanthus,fibrosus,Evans,1614,Honduras,15.42,86.5,360,1.75,,sol,1,clu,2,0.232,0.021,0.090517241,27,5,2,7,0.38,0.136,1.7,12.5,40,0.151,0.11,0.044,6,6,,,,,,,1,1
mo,Synechanthus,fibrosus,Evans,2310,Honduras,15.29,87.26,415,2.2,0.025,sol,1,clu,2,0.33,0.031,0.093939394,34,3,2,7,0.542,0.12,2.2,18.33333333,43,0.252,0.216,0.142,7,6,0.0172,0.013,0.755813953,rum,8,1.8,1,4
mo,Synechanthus,fibrosus,Gentle,6474,Belize,16.17,88.58,,,,,,clu,2,,,,,,2,6,0.531,0.179,2.4,13.40782123,45,0.222,0.17,0.108,6,3,,,,,,,1,4
mo,Synechanthus,fibrosus,Gentle,8196,Belize,17,88.3,,,,,,clu,2,0.393,0.022,0.055979644,24,5,2,,,0.121,2.8,23.14049587,30,0.27,0.158,0.108,6,6,,,,,,,1,4
mo,Synechanthus,fibrosus,Gentle,8263,Belize,17,88.3,,,,,,clu,2,0.446,0.031,0.069506726,25,5,2,,,0.131,2.8,21.3740458,31,0.157,0.135,,6,,,,,,,,1,5
bh,Synechanthus,fibrosus,Gomez,20455,Costa Rica,,,175,3,,clu,2,clu,2,0.3,0.036,0.12,44,5,2,,,0.085,2.6,30.58823529,35,0.145,0.128,0.084,5,,,,,,,,1,4
mo,Synechanthus,fibrosus,Grayum,5326,Costa Rica,10.27,84.04,90,2.5,,sol,1,clu,2,0.387,0.039,0.100775194,46,6,2,,,0.147,2.1,14.28571429,67,0.192,0.182,0.184,5,,0.015,0.0062,0.413333333,hom,8,0.3,1,5
mo,Synechanthus,fibrosus,Grayum,8919,Costa Rica,10,83.24,330,1.5,,sol,1,clu,2,0.285,0.04,0.140350877,60,4,2,7,1.209,0.27,3.5,12.96296296,76,0.365,0.25,0.132,7,6,0.013,0.0063,0.484615385,hom,9,0.3,1,3
mo,Synechanthus,fibrosus,Hammel,12471,Costa Rica,10.25,84.05,,,,,,clu,2,0.376,0.041,0.109042553,49,5,2,,,0.111,2.8,25.22522523,,0.24,,,5,6,,,,,,,,
mo,Synechanthus,fibrosus,Hammel,12969,Costa Rica,10.26,84.01,100,,,sol,1,clu,2,0.238,0.041,0.172268908,51,5,2,,,0.147,3.1,21.08843537,49,0.165,0.134,0.082,5,,,,,,,,1,4
mo,Synechanthus,fibrosus,Hammel,17822,Costa Rica,10.23,84.03,200,,,,,clu,2,0.26,0.034,0.130769231,65,5,2,,,0.127,2.9,22.83464567,34,0.22,0.177,0.125,5,,,,,,,,1,3
mo,Synechanthus,fibrosus,Hammel,17830,Costa Rica,10.23,84.03,200,,,,,clu,2,0.26,0.037,0.142307692,54,7,2,,,0.14,2.1,15,36,0.188,0.175,,7,6,,,,,,,1,4
mo,Synechanthus,fibrosus,Harmon,2491,Guatemala,15.45,89.07,80,,,,,clu,2,0.35,0.033,0.094285714,42,3,2,,,0.106,2.6,24.52830189,24,0.178,0.145,0.108,5,,0.012,0.0075,0.625,hom,5,0.5,1,2
mo,Synechanthus,fibrosus,Hawkins,1362,Belize,16.22,89.07,700,,,,,clu,2,0.475,0.023,0.048421053,34,5,2,,,0.197,2.3,11.6751269,50,0.19,0.225,0.108,6,,0.0146,0.012,0.821917808,rum,11,1,1,4
mo,Synechanthus,fibrosus,Hawkins,1448,Belize,16.23,89.04,680,,,,,clu,2,0.357,0.023,0.06442577,53,5,2,,0.65,0.22,2.2,10,,0.31,0.25,0.185,6,,,,,,,,1,6
bh,Synechanthus,fibrosus,Henderson,58,Costa Rica,10.27,84.1,,2,0.02,sol,1,clu,2,0.354,0.031,0.087570621,58,5,2,,,0.134,2.4,17.91044776,40,0.165,0.155,0.094,5,,0.0151,0.0071,0.470198675,rum,5,0.3,1,4
mo,Synechanthus,fibrosus,Holst,3893,Belize,16.23,89.09,750,,,sol,1,clu,2,0.455,0.029,0.063736264,39,5,2,,,0.236,3.7,15.6779661,45,0.248,0.222,0.122,7,6,0.016,0.0113,0.70625,rum,10,0.8,1,5
mo,Synechanthus,fibrosus,Macdougal,3401,Honduras,15.41,87.28,520,,,,,clu,2,0.297,0.029,0.097643098,45,5,2,,,0.16,2.6,16.25,40,0.159,0.195,0.13,5,,,,,,,,,
mo,Synechanthus,fibrosus,Meave,1053,Belize,17,89,410,,,,,clu,2,0.362,0.027,0.074585635,32,3,2,7,0.364,0.093,2.7,29.03225806,49,0.112,0.081,,5,6,0.0171,0.0112,0.65497076,rum,9,0.5,1,4
f,Synechanthus,fibrosus,Nee,29953,Mexico,17.14,94.33,100,0.5,,clu,2,clu,2,0.472,0.034,0.072033898,42,6,2,,,0.257,3.2,12.45136187,35,0.283,0.222,0.16,10,6,,,,,,,1,2
mo,Synechanthus,fibrosus,Robles,1990,Costa Rica,10.24,83.33,100,,,sol,1,clu,2,0.343,0.04,0.116618076,42,6,2,,,0.177,2.9,16.38418079,63,0.194,0.185,0.101,5,,,,,,,,1,5
mo,Synechanthus,fibrosus,Sandino,165,Nicaragua,13.35,85.39,930,,,,,clu,2,0.387,0.028,0.072351421,27,5,2,,,0.2,3.4,17,36,0.247,,0.104,4,,0.019,0.0094,0.494736842,rum,9,0.5,1,2
mo,Synechanthus,fibrosus,Schipp,300,Belize,,,63,,,,,clu,2,,,,,,2,,,0.126,3.2,25.3968254,52,0.228,0.2,0.137,5,,,,,,,,1,4
mo,Synechanthus,fibrosus,Stevens,24517,Costa Rica,10.41,83.38,90,1,,,,clu,2,0.275,0.036,0.130909091,57,3,2,7,0.925,0.153,3.3,21.56862745,44,0.22,0.172,0.11,6,,0.0152,0.0086,0.565789474,hom,9,0.3,1,4
mo,Synechanthus,fibrosus,Stevens,25448,Guatemala,15.12,90.11,1555,,,,,clu,2,,,,35,,2,,0.797,,,,,,,0.275,6,,,,,,,,1,6
mo,Synechanthus,fibrosus,Tenorio,14523,Guatemala,15.33,89.24,450,,,,,clu,2,0.33,0.023,0.06969697,37,3,2,6,,,,,,,0.232,0.134,,6,,,,,,,,
mo,Synechanthus,fibrosus,Wendt,4431,Mexico,17.1,94.42,250,0.3,,,,clu,2,0.373,0.028,0.075067024,44,5,2,,0.66,0.134,2.2,16.41791045,23,0.142,0.14,0.105,6,6,,,,,,,1,1
mo,Synechanthus,fibrosus,Yuncker,8554,Honduras,15.4,86.5,,,,,,clu,2,0.325,0.032,0.098461538,47,3,2,,,0.205,,,,0.25,0.197,0.144,6,,,,,,,,1,7
tex,Synechanthus,fibrosus,Contreras,4758,Guatemala,15.15,90.3,700,,,,,clu,2,0.495,0.048,0.096969697,29,5,2,8,0.815,0.2,3.8,19,48,0.289,0.223,0.156,6,,0.0139,0.0091,0.654676259,rum,9,0.4,1,5
tex,Synechanthus,fibrosus,Wendt,6703,Mexico,17.09,94.28,235,,,,,,2,0.41,0.026,0.063414634,37,5,2,,1,0.297,3.7,12.45791246,65,0.246,0.195,0.13,8,,0.0088,0.0089,1.011363636,rum,11,1.9,1,1
mich,Synechanthus,fibrosus,Gentle,2668,Belize,16.55,88.25,,,,,,clu,2,0.435,0.035,0.08045977,27,5,2,6,0.482,0.205,4.1,20,77,0.257,0.19,0.145,5,,0.0153,0.012,0.784313725,rum,8,0.8,1,8
mich,Synechanthus,fibrosus,Gentle,3137,Belize,,,,,,,,clu,2,0.462,0.027,0.058441558,22,5,2,,,0.185,2.1,11.35135135,57,0.13,0.15,0.067,6,,0.019,0.0094,0.494736842,rum,8,0.7,1,4
mich,Synechanthus,fibrosus,Gentle,4381,Belize,16.45,88.35,,,0.065,,,clu,2,0.35,0.024,0.068571429,24,3,2,5,0.612,0.22,3.3,15,65,0.232,0.21,0.122,6,,,,,,,,2,8
mich,Synechanthus,fibrosus,Gentle,4380,Belize,16.45,88.35,,,0.05,,,clu,2,0.525,0.032,0.060952381,30,5,2,6,0.525,0.101,2.4,23.76237624,39,0.174,0.135,0.116,6,,,,,,,,1,4
mich,Synechanthus,fibrosus,Gentle,2846,Belize,,,,,0.04,,,clu,2,0.303,0.024,0.079207921,33,5,2,7,0.625,0.254,3,11.81102362,83,0.255,0.215,0.128,5,3,,,,,,,2,7
mich,Synechanthus,fibrosus,Gentle,4272,Belize,16.45,88.35,,,,,,clu,2,0.385,0.034,0.088311688,32,5,2,7,0.627,0.195,4.2,21.53846154,30,,0.22,,6,,0.0136,0.0087,0.639705882,rum,7,0.5,,
mich,Synechanthus,fibrosus,Gentle,4271,Belize,16.45,88.35,,,,,,clu,2,0.4,0.028,0.07,34,5,2,6,0.525,0.207,3.7,17.87439614,44,0.213,0.221,0.125,6,3,0.0173,0.0089,0.514450867,rum,5,0.9,1,4
ny,Synechanthus,fibrosus,Jones,3357,Guatemala,15.25,89.12,300,,,,,clu,2,,,,,,2,,,0.18,3.6,20,73,0.22,0.2,,6,,,,,,,,1,5
f,Synechanthus,fibrosus,Cascante,658,Costa Rica,9.49,83.23,1200,0.1,,,,clu,2,0.305,0.038,0.124590164,58,5,2,,,0.17,2.7,15.88235294,28,0.29,0.26,0.18,5,,,,,,,,1,3
bh,Synechanthus,fibrosus,Moore,6696,Costa Rica,9.5,83.25,1100,,,sol,1,clu,2,0.29,0.037,0.127586207,35,5,2,6,0.68,0.21,3.7,17.61904762,46,0.27,0.245,0.13,5,,,,,,,,2,4
f,Synechanthus,fibrosus,Steyermark,39208,Guatemala,15.35,88.35,125,3,0.05,,,clu,2,0.325,0.034,0.104615385,40,5,2,6,0.593,0.105,2.6,24.76190476,45,0.22,0.195,0.125,7,,0.0158,0.0124,0.784810127,rum,9,1.2,1,4
f,Synechanthus,fibrosus,Steyermark,41599,Guatemala,15.4,88.5,,,,,,clu,2,0.484,0.031,0.064049587,38,5,2,7,0.651,0.228,6,26.31578947,113,0.295,0.259,0.13,7,,,,,,,,1,7
f,Synechanthus,fibrosus,Forest Servi,612015,Belize,,,,,,,,clu,2,,,,,,,,,,,,,,,,,,,,,,,,,
f,Synechanthus,fibrosus,Steyermark,38834,Guatemala,15.25,88.55,,3,0.05,,,clu,2,0.412,0.036,0.087378641,41,5,2,,0.696,0.175,4.8,27.42857143,88,0.39,0.27,0.19,6,,,,,,,,1,7
f,Synechanthus,fibrosus,Jiminez,1890,Costa Rica,,,900,2,,clu,2,clu,2,0.2,0.05,0.25,47,7,2,,,0.163,2.8,17.17791411,42,0.16,0.203,0.12,6,,0.021,0.0093,0.442857143,rum,7,0.3,1,4
f,Synechanthus,fibrosus,Steyermark,44594,Guatemala,15.4,90.25,400,,,,,clu,2,0.36,0.034,0.094444444,72,5,2,7,0.955,0.3,5.1,17,69,0.37,0.28,,6,,,,,,,,1,5
f,Synechanthus,fibrosus,Poveda,1154,Costa Rica,9.38,82.5,,,,,,clu,2,0.31,0.045,0.14516129,35,5,,,,,,,,,,,,,,,,,,,,
f,Synechanthus,fibrosus,Hagen,1025,Honduras,15.1,87.35,1249,,,,,,2,,0.017,,44,3,2,,,,,,,,,,,,0.0147,0.0102,0.693877551,,4,0.5,1,4
f,Synechanthus,fibrosus,Standley,72790,Guatemala,15.4,88.32,18,,,,,clu,2,0.35,0.026,0.074285714,40,5,2,6,0.502,0.147,3,20.40816327,26,0.275,0.27,0.213,5,,,,,,,,1,2
f,Synechanthus,fibrosus,Williams,41926,Guatemala,15.15,90.15,1600,,,,,clu,2,0.305,0.017,0.055737705,42,3,2,6,0.43,0.135,2.6,19.25925926,46,0.172,0.142,0.082,4,,,,,,,,1,4
f,Synechanthus,fibrosus,Williams,42091,Guatemala,15.3,90.25,1200,,,,,clu,2,0.42,0.04,0.095238095,52,5,2,,,0.155,3.3,21.29032258,37,0.24,0.216,0.112,7,,,,,,,,1,4
f,Synechanthus,fibrosus,Kellerman,7171,Guatemala,15.15,89.07,,,,,,clu,2,,,,,3,2,,,,,,,,,,,,,,,,,,,
f,Synechanthus,fibrosus,Standley,91641,Guatemala,,,900,,,,,clu,2,0.399,0.025,0.062656642,38,3,2,,,0.213,2.8,13.14553991,36,0.198,0.18,0.105,6,,0.0167,0.0099,0.592814371,,9,0.5,1,4
f,Synechanthus,fibrosus,Saunders,1070,Honduras,15.35,87.3,,,,,,clu,2,,0.03,,32,5,2,,,0.117,2.3,19.65811966,34,0.215,0.195,0.13,5,,0.0179,0.0112,0.625698324,,9,2.2,1,3
f,Synechanthus,fibrosus,Kinloch,54,Belize,,,3,,0.05,,,clu,2,,,,,,2,,,0.26,3.8,14.61538462,62,,0.32,0.145,7,,0.0141,0.0093,0.659574468,,8,0.5,1,6
f,Synechanthus,fibrosus,Burger,11010,Costa Rica,9.38,82.5,250,,,,,clu,2,0.357,0.063,0.176470588,45,7,2,,,0.211,3.8,18.00947867,38,0.344,0.212,0.198,8,,,,,,,,1,4
ny,Synechanthus,fibrosus,Johnson,1626,Guatemala,15.4,90.25,300,2,0.045,,,clu,2,0.33,,,30,3,2,,,0.1,1.5,15,21,0.18,0.17,0.135,4,,0.021,0.0108,0.514285714,,8,1,1,2
bh,Synechanthus,fibrosus,Hernandez,1287,Mexico,16.49,94.3,1125,,,,,clu,2,0.42,0.027,0.064285714,35,5,2,,,0.125,3.3,26.4,20,0.235,0.17,0.145,7,,0.0131,0.0126,0.961832061,,,,1,1
bh,Synechanthus,fibrosus,Turner,64,Belize,,,500,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
bh,Synechanthus,fibrosus,Smith,5,Belize,17.16,88.48,,,,,,clu,2,,,,,,,,,,,,,,,,,,,,,,,,,
bh,Synechanthus,fibrosus,Moore,8218,Guatemala,15.32,88.45,100,1.3,0.035,sol,1,clu,2,0.52,0.045,0.086538462,41,5,2,,,0.25,3,12,56,0.25,0.26,0.15,4,,,,,,,,2,3
us,Synechanthus,fibrosus,Cook,129,Guatemala,15.26,89.45,,,,,,clu,2,0.41,0.04,0.097560976,28,3,2,6,0.515,0.195,2.5,12.82051282,69,0.245,0.18,0.095,6,,,,,,,,2,6
us,Synechanthus,fibrosus,Saunders,1124,Honduras,15.43,84.5,500,,,,,clu,2,,,,,,2,,,0.155,3.1,20,,,,,,,0.015,0.011,0.733333333,,8,1,2,3
us,Synechanthus,fibrosus,Cook,11,Guatemala,15.26,89.45,,,,,,clu,2,0.27,0.028,0.103703704,28,3,2,6,0.455,0.2,3,15,35,0.225,0.17,0.075,4,,,,,,,,2,3
us,Synechanthus,fibrosus,Cook,38,Guatemala,15.2,89.45,,,,,,clu,2,0.295,0.025,0.084745763,30,3,2,6,0.46,0.23,3.6,15.65217391,55,0.25,0.18,0.13,6,,,,,,,,2,6
us,Synechanthus,fibrosus,Cook,2,Guatemala,15.24,89.45,900,,,,,clu,2,0.415,0.033,0.079518072,30,3,2,5,0.5,0.095,4.1,43.15789474,37,0.17,0.115,0.075,4,,,,,,,,2,4
us,Synechanthus,fibrosus,Ttonduz,11373,Costa Rica,9.51,83.35,650,,,,,clu,2,,,,,,2,,,,,,,,,,,,,,,,,,2,4
mexu,Synechanthus,fibrosus,Martinez,13483,Mexico,16.08,91.05,150,,,,,clu,2,0.345,0.046,0.133333333,56,5,2,7,0.45,0.16,2.6,16.25,38,,,,5,,0.0136,0.0106,0.779411765,,10,0.8,2,3
mexu,Synechanthus,fibrosus,Linares,773,Honduras,15.25,86.45,600,,,,,clu,2,,,,,,2,,,0.2,3.2,16,77,0.285,0.22,0.155,8,,,,,,,,2,8
mexu,Synechanthus,fibrosus,Tenorio,19277,Mexico,17.08,94.28,600,,,,,,2,0.335,0.022,0.065671642,65,5,2,,,0.25,2.7,10.8,28,0.23,0.2,0.115,8,,,,,,,,2,2
mexu,Synechanthus,fibrosus,Macdougal,,Mexico,16.1,96.5,,,,,,,2,,,,,,2,,,0.2,4.3,21.5,29,0.25,0.21,0.14,9,,,,,,,,2,2
mexu,Synechanthus,fibrosus,Trigos,3918,Mexico,18.23,95,,,,,,,2,0.31,0.019,0.061290323,33,5,2,,,0.13,2.8,21.53846154,20,0.2,0.185,0.15,9,,,,,,,,1,1
mexu,Synechanthus,fibrosus,Guadarrama,4015,Mexico,17.51,93.23,,,,,,,2,,,,,,2,,,0.255,3.1,12.15686275,60,0.185,0.17,0.09,9,,,,,,,,2,3
mexu,Synechanthus,fibrosus,Guadarrama,4118,Mexico,17.48,93.2,,0.5,,sol,1,,2,0.36,0.027,0.075,36,5,2,,,0.185,2.9,15.67567568,29,,,0.075,5,,,,,,,,2,2
mexu,Synechanthus,fibrosus,Torres,13899,Mexico,16.52,95.25,,,,,,,2,0.29,0.018,0.062068966,53,5,2,,,0.12,2,16.66666667,14,0.15,0.13,,9,,0.01,0.01,1,,,,1,1
mexu,Synechanthus,fibrosus,Davidse,36591,Belize,16.28,88.59,400,,,,,clu,2,0.3,0.025,0.083333333,43,5,2,,,0.15,1.8,12,38,0.22,0.19,0.15,7,,,,,,,,2,3
mexu,Synechanthus,fibrosus,Boutin,5161,Belize,16.17,88.58,,,,,,,2,,,,,,,,,0.15,2.9,19.33333333,56,0.22,0.22,0.135,6,,,,,,,,2,4
mexu,Synechanthus,fibrosus,Veliz,6627,Guatemala,15.5,88.45,650,,,,,,2,,,,,,,,,,3.6,,,,,,,,,,,,,,2,6
mexu,Synechanthus,fibrosus,Chavelas,2263,Mexico,,,,,,,,clu,2,0.335,0.022,0.065671642,55,5,2,,,0.17,3.5,20.58823529,31,,,,,,0.0118,0.0097,0.822033898,,,,2,3
mo,Synechanthus,warscewiczianus,Allen,2133,Panama,,,30,,,,,reg,1,,,,41,,1,7,0.559,0.236,4.1,17.37288136,59,0.346,0.234,0.16,7,,0.014,0.0062,0.442857143,rum,7,2,,
bh,Synechanthus,warscewiczianus,Anderson,17,Colombia,4,77,50,,0.03,sol,1,reg,1,0.416,0.023,0.055288462,41,5,1,7,0.363,0.13,4.3,33.07692308,37,0.21,,,9,,,,,,,,,
mo,Synechanthus,warscewiczianus,Antonio,3056,Panama,8.4,80.3,600,,,,,reg,1,,0.016,,50,3,1,8,0.38,0.172,2.4,13.95348837,68,0.155,0.175,0.185,5,3,,,,,,,,
mo,Synechanthus,warscewiczianus,Antonio,3397,Panama,9.17,79.35,800,,,,,reg,1,0.18,0.015,0.083333333,47,5,1,,,0.028,2.7,96.42857143,9,0.15,0.16,,9,,0.0135,0.0046,0.340740741,rum,7,2,,
mo,Synechanthus,warscewiczianus,Antonio,3457,Panama,8.32,81.05,1100,,,,,reg,1,0.296,0.024,0.081081081,54,5,1,,,0.065,4.3,66.15384615,35,,0.16,0.158,7,,0.0058,0.0085,1.465517241,rum,8,1.2,,
mo,Synechanthus,warscewiczianus,Antonio,3471,Panama,8.32,81.05,1033,,,,,reg,1,0.212,0.017,0.080188679,48,5,1,7,0.343,0.161,2.2,13.66459627,42,0.148,0.145,0.082,8,3,,,,,,,,
mo,Synechanthus,warscewiczianus,Antonio,4717,Panama,9.17,79.35,800,,,,,reg,1,0.273,0.021,0.076923077,40,7,1,,,0.03,2.7,90,9,0.197,0.18,0.163,8,3,,,,,,,,
mo,Synechanthus,warscewiczianus,Aulestia,1014,Ecuador,1.08,78.36,500,,,,,reg,1,0.518,,,40,,1,7,0.345,0.101,2.7,26.73267327,48,0.225,0.185,0.135,7,3,,,,,,,,
mo,Synechanthus,warscewiczianus,Aulestia,166,Ecuador,1.15,78.4,80,,,,,reg,1,0.513,0.027,0.052631579,52,5,1,8,0.36,0.145,4.2,28.96551724,42,0.26,,,9,,0.0152,0.007,0.460526316,rum,8,1.8,,
ny,Synechanthus,warscewiczianus,Balslev,62015,Ecuador,0.2,79.4,400,2.07,0.035,clu,2,reg,1,0.704,0.155,0.220170455,35,42,1,8,0.593,0.3,3.2,10.66666667,74,0.436,0.415,0.235,12,3,,,,,,,,
ny,Synechanthus,warscewiczianus,Balslev,62021,Ecuador,0.22,79.2,300,2.3,0.04,clu,2,reg,1,0.561,0.029,0.051693405,50,5,1,9,0.593,0.259,4.1,15.83011583,71,0.418,0.368,0.259,11,3,,,,,,,,
ny,Synechanthus,warscewiczianus,Barfod,60076,Ecuador,1.05,79,50,5,0.035,clu,2,reg,1,0.595,0.037,0.062184874,58,6,,,,,,,,,,,,,,,,,,,,
ny,Synechanthus,warscewiczianus,Barfod,60117,Ecuador,0.46,78.54,100,2.5,0.033,clu,2,reg,1,0.492,0.054,0.109756098,43,8,1,7,0.4,0.15,4.7,31.33333333,34,0.38,,0.22,,,,,,,,,,
ny,Synechanthus,warscewiczianus,Bergmann,62193,Ecuador,-0.19,78.5,610,1.8,0.028,clu,2,reg,1,0.602,0.062,0.102990033,34,15,1,7,0.66,0.26,,,92,,0.282,0.186,,,,,,,,,,
ny,Synechanthus,warscewiczianus,Bernal,1150,Colombia,7.46,76.1,200,2.8,0.03,clu,2,reg,1,0.276,0.046,0.166666667,38,10,1,,,,,,,,,,,3,,,,,,,,
ny,Synechanthus,warscewiczianus,Bernal,249,Colombia,6.45,76.25,950,4,0.03,clu,2,reg,1,,,,26,,1,7,0.496,0.188,4,21.27659574,101,0.192,0.223,0.083,6,3,,,,,,,,
ny,Synechanthus,warscewiczianus,Boom,2610,Ecuador,1.15,78.5,10,4,0.03,sol,1,reg,1,0.543,0.037,0.068139963,42,7,1,8,0.533,0.195,3.9,20,63,0.342,0.315,0.202,8,,,,,,,,,
mo,Synechanthus,warscewiczianus,Boyle,1284,Costa Rica,10.16,84.04,1000,2,0.029,sol,1,reg,1,0.389,0.019,0.048843188,52,5,1,7,0.408,0.114,1.7,14.9122807,40,0.181,0.168,0.074,8,,,,,,,,,
ny,Synechanthus,warscewiczianus,Burger,4250,Costa Rica,10.25,83.59,100,,,,,reg,1,,,,,,1,,,0.117,,,28,0.217,0.214,0.1,7,,,,,rum,,,,
