Herbariu,Genus,Species,Collecto,Number,Country,Latitude,Longitud,Elevatio,Stemheig,Stemdiam,Stemclus,Stemclus,Pinclust,Pinnaecl,Lenmidpi,Widmidpi,Lfratio,Anglepin,Noveins,Inflobra,Nobracts,Lenpedun,Lenrachi,Widrachi,Ratiorac,Norachil,Lenbasra,Lenmidra,Lenapira,Nostamfl,Nostamen,Lenfruit,Widfruit,Ratiofru,Endosper,Norumina,Deprumin,Orders,Numracllae
mo,Synechanthus,warscewiczianus,Kennedy,1851,Panama,,,,,,,,reg,1,0.415,0.047,0.113253012,30,6,1,,,0.232,3.6,15.51724138,86,0.255,0.185,0.095,,,,,,,,,,
mo,Synechanthus,warscewiczianus,Kennedy,2336,Panama,9.07,79.43,,,,,,reg,1,0.485,0.097,0.2,41,15,1,7,0.619,0.217,4,18.43317972,90,0.34,0.215,0.142,6,,0.0092,0.0058,0.630434783,rum,7,1.4,,
mo,Synechanthus,warscewiczianus,Knapp,2515,Panama,8.36,81.06,850,,,,,reg,1,,,,44,3,1,7,0.379,0.123,3.8,30.89430894,52,0.236,,0.165,,,,,,rum,,,,
mo,Synechanthus,warscewiczianus,Knapp,3551,Panama,9.15,79.3,1000,,,,,reg,1,0.27,0.016,0.059259259,33,5,1,,,0.027,2.8,103.7037037,10,0.166,0.156,0.131,6,,0.0131,0.0059,0.450381679,rum,9,1.9,,
mo,Synechanthus,warscewiczianus,Knapp,4893,Panama,8.4,80.07,850,,,,,reg,1,0.273,0.026,0.095238095,41,6,1,8,0.396,0.01,2.5,250,4,0.148,0.133,0.154,6,,0.015,0.0083,0.553333333,rum,10,1.3,,
mo,Synechanthus,warscewiczianus,Knapp,5383,Panama,8.34,81.07,675,,,,,reg,1,0.42,0.034,0.080952381,51,6,1,,,0.155,2.2,14.19354839,53,0.265,0.215,0.183,8,,0.015,0.0086,0.573333333,rum,10,3,,
mo,Synechanthus,warscewiczianus,Liesner,15046,Costa Rica,10.34,84.54,100,,,sol,1,reg,1,0.6,0.095,0.158333333,36,19,1,,,0.135,3.6,26.66666667,37,0.3,0.237,0.2,9,,0.0096,0.0096,1,rum,9,2.1,,
mo,Synechanthus,warscewiczianus,Liesner,1791,Costa Rica,8.4,83.3,170,,,,,reg,1,0.39,0.026,0.066666667,42,3,1,7,0.62,0.146,4,27.39726027,48,0.365,0.269,0.232,7,,0.0113,0.0081,0.716814159,rum,,,,
mo,Synechanthus,warscewiczianus,Liesner,539,Panama,9.17,79.2,650,2,,,,reg,1,0.34,0.02,0.058823529,51,5,1,8,0.4,0.1,3.7,37,35,0.23,0.235,0.157,7,,,,,,,,,
mo,Synechanthus,warscewiczianus,Mcpherson,7401,Panama,8.45,82.15,1130,3,,,,reg,1,0.34,0.016,0.047058824,45,3,1,9,0.334,0.176,3,17.04545455,59,0.246,0.19,0.094,10,3,,,,,,,,
ny,Synechanthus,warscewiczianus,Molina,17333,Costa Rica,10.22,84.22,550,,,,,reg,1,0.412,0.022,0.053398058,56,5,1,7,0.442,,3.2,,,,,,9,,,,,,,,,
mo,Synechanthus,warscewiczianus,Moreno,12884,Nicaragua,11.32,84.01,60,,,,,reg,1,,,,65,,1,,,0.135,3.4,25.18518519,,0.245,0.22,0.174,8,,0.018,0.0084,0.466666667,rum,10,1.8,,
mo,Synechanthus,warscewiczianus,Moreno,12983,Nicaragua,11.32,84.05,20,,,,,reg,1,,,,40,,1,,,,4.4,,,,0.345,0.195,,,0.0155,0.0079,0.509677419,rum,9,2,,
mo,Synechanthus,warscewiczianus,Moreno,13057,Nicaragua,11.31,84.04,155,,,,,reg,1,,,,42,,1,9,0.36,0.123,4.4,35.77235772,33,0.224,0.205,,8,,0.0178,0.0066,0.370786517,rum,12,1.3,,
mo,Synechanthus,warscewiczianus,Mori,2016,Panama,9.32,79.35,200,,,,,reg,1,0.466,0.053,0.113733906,43,9,1,8,0.542,0.147,4,27.21088435,41,0.306,0.262,0.19,6,,0.0157,0.0061,0.388535032,rum,7,1.8,,
mo,Synechanthus,warscewiczianus,Mori,3438,Panama,9.15,79.15,600,2.25,,,,reg,1,0.381,0.029,0.076115486,45,5,1,,,0.096,4,41.66666667,30,0.297,0.267,0.172,7,,,,,,,,,
mo,Synechanthus,warscewiczianus,Mori,3497,Panama,9.15,79.58,400,3,0.02,sol,1,reg,1,0.29,0.045,0.155172414,38,7,1,8,0.297,0.13,5.4,41.53846154,39,0.337,0.266,0.22,8,,,,,,,,,
mo,Synechanthus,warscewiczianus,Mori,4046,Panama,9.15,79.2,,,0.02,,,reg,1,0.358,0.024,0.067039106,40,5,1,9,0.42,0.141,3,21.27659574,49,0.21,0.189,0.108,6,,0.0093,0.0051,0.548387097,rum,8,1.5,,
mo,Synechanthus,warscewiczianus,Mori,5464,Panama,7.55,77.45,500,,,,,reg,1,0.355,0.022,0.061971831,43,5,1,8,0.386,0.094,3,31.91489362,45,0.187,0.195,0.162,7,,,,,,,,,
mo,Synechanthus,warscewiczianus,Mori,6288,Panama,8.28,81.08,1000,,,,,reg,1,0.29,0.021,0.072413793,42,5,1,9,0.62,0.115,4,34.7826087,36,0.257,0.215,0.175,9,3,0.012,0.0113,0.941666667,rum,,,,
mo,Synechanthus,warscewiczianus,Nee,10987,Panama,9.2,79,425,,,,,reg,1,,,,39,,1,9,0.425,0.13,3.4,26.15384615,44,0.234,0.175,0.143,7,,0.0098,0.0053,0.540816327,rum,8,1,,
mo,Synechanthus,warscewiczianus,Nee,7660,Panama,9.1,79.39,150,,,,,reg,1,0.365,0.03,0.082191781,33,5,1,8,0.548,0.108,3,27.77777778,42,0.27,0.215,0.212,7,,,,,,,,,
mo,Synechanthus,warscewiczianus,Nee,7931,Panama,9.2,78.57,300,,,,,reg,1,0.35,0.031,0.088571429,33,5,1,8,0.45,0.13,4.8,36.92307692,52,0.198,0.205,0.167,6,,0.009,0.005,0.555555556,rum,9,1.5,,
mo,Synechanthus,warscewiczianus,Nee,9645,Panama,8.3,80.1,875,,,,,reg,1,0.225,0.019,0.084444444,49,3,1,9,0.367,0.083,1.7,20.48192771,49,0.119,0.079,0.046,7,3,,,,,,,,
mo,Synechanthus,warscewiczianus,Olestia,406,Ecuador,1.08,78.33,200,,,,,reg,1,0.41,0.047,0.114634146,,8,1,8,0.4,0.172,,,66,0.258,0.235,0.158,9,,,,,rum,,,,
mo,Synechanthus,warscewiczianus,Ortiz,1321,Nicaragua,13.37,85.02,320,,,,,,1,,,,27,,1,8,0.446,0.132,2.8,21.21212121,29,,,,11,,,,,,,,,
mo,Synechanthus,warscewiczianus,Ortiz,1944,Nicaragua,13.5,85,,,,,,reg,1,0.325,0.016,0.049230769,33,5,1,8,0.44,0.122,4.5,36.8852459,34,,,,8,,0.0136,0.0068,0.5,rum,10,1.6,,
mo,Synechanthus,warscewiczianus,Palacios,2610,Ecuador,1.13,78.49,80,,,,,reg,1,0.464,0.028,0.060344828,54,3,1,,,0.145,3.8,26.20689655,49,0.326,0.273,0.175,9,,,,,,,,,
mo,Synechanthus,warscewiczianus,Palacios,7402,Ecuador,-0.35,79.25,150,2,0.04,,,reg,1,,,,41,,1,,,0.15,3.5,23.33333333,38,0.427,0.335,0.325,9,,,,,,,,,
mo,Synechanthus,warscewiczianus,Pipoly,5012,Nicaragua,13.57,84.13,40,,,,,reg,1,0.403,0.04,0.099255583,38,9,1,9,0.245,0.069,1.7,24.63768116,23,0.115,,0.105,10,,0.0137,0.0075,0.547445255,rum,10,1.5,,
mo,Synechanthus,warscewiczianus,Pipoly,5977,Nicaragua,13.45,84.59,900,,,,,reg,1,0.451,0.014,0.031042129,45,3,1,,0.304,,3,,,,,,9,,0.0154,0.0072,0.467532468,rum,,,,
mo,Synechanthus,warscewiczianus,Pipoly,6133,Nicaragua,13.45,84.59,900,,,,,,1,,,,38,,1,7,0.315,0.155,2.7,17.41935484,40,0.17,0.17,0.094,10,,0.0192,0.0093,0.484375,rum,10,2.3,,
mo,Synechanthus,warscewiczianus,Porter,4395,Panama,8.3,80.1,635,,,,,reg,1,0.22,0.02,0.090909091,43,3,1,,,0.172,2.8,16.27906977,53,0.147,0.18,0.055,7,,0.013,0.0035,0.269230769,,8,0.8,,
ny,Synechanthus,warscewiczianus,Proctor,32328,Costa Rica,10.2,84.07,233,,,,,reg,1,,,,60,,1,,,0.2,3.4,17,51,0.378,,,11,3,,,,,,,,
mo,Synechanthus,warscewiczianus,Riviere,345,Nicaragua,10.47,83.3,20,,,,,reg,1,0.44,0.02,0.045454545,50,3,1,,,0.152,3.4,22.36842105,43,0.241,0.205,0.156,9,,,,,rum,,,,
mo,Synechanthus,warscewiczianus,Robles,1546,Costa Rica,10.27,83.34,70,,,,,reg,1,,,,25,,1,9,0.369,0.117,4.4,37.60683761,34,0.272,0.225,0.13,7,,0.0161,0.0097,0.602484472,rum,12,1.5,,
mo,Synechanthus,warscewiczianus,Rueda,1858,Nicaragua,10.55,83.49,50,,,,,reg,1,,,,35,,1,8,0.379,0.065,4.1,63.07692308,40,0.265,0.215,0.19,7,3,,,,,,,,
mo,Synechanthus,warscewiczianus,Rueda,2713,Nicaragua,10.46,83.46,,,,,,reg,1,,,,,,,,,,,,,,,,,,0.015,0.0079,0.526666667,rum,10,2.5,,
mo,Synechanthus,warscewiczianus,Shattuck,1143,Panama,9.2,79.5,30,,,,,reg,1,,,,28,,1,,,0.216,2.8,12.96296296,60,0.24,0.226,0.111,5,,,,,,,,,
mo,Synechanthus,warscewiczianus,Stevens,13492,Costa Rica,10.26,83.58,50,,,,,,1,,,,48,,1,,0.462,0.115,3.2,27.82608696,27,0.24,0.23,0.177,8,,,,,,,,,
mo,Synechanthus,warscewiczianus,Stevens,23676,Costa Rica,10.41,83.38,80,,,,,reg,1,0.54,0.06,0.111111111,35,11,1,,,0.127,2.8,22.04724409,32,0.245,0.18,0.127,7,,0.022,0.015,0.681818182,rum,8,1.7,,
mo,Synechanthus,warscewiczianus,Stevens,23986,Costa Rica,10.4,83.4,55,4,,,,reg,1,,,,34,,1,8,0.422,0.076,2.7,35.52631579,26,,,,9,,0.0158,0.009,0.569620253,rum,8,2.2,,
mo,Synechanthus,warscewiczianus,Stevens,24457,Costa Rica,10.41,83.38,150,4,,,,reg,1,0.401,0.019,0.047381546,,5,1,9,0.456,0.104,3.5,33.65384615,39,0.211,0.197,0.147,9,,0.016,0.0084,0.525,rum,11,1.9,,
mo,Synechanthus,warscewiczianus,Stevens,5093,Nicaragua,11.4,84.26,190,3,0.05,,,reg,1,0.605,0.044,0.072727273,34,9,1,,,,,,,,,,7,,0.026,0.0076,0.292307692,rum,11,1.5,,
mo,Synechanthus,warscewiczianus,Stevens,6735,Nicaragua,13.46,85,1075,,,,,reg,1,0.49,0.045,0.091836735,42,8,1,,,0.125,2.5,20,34,0.185,0.147,0.08,9,,0.013,0.0079,0.607692308,rum,8,2.5,,
mo,Synechanthus,warscewiczianus,Stevens,8321,Nicaragua,13.5,84.5,,,,,,reg,1,0.3,0.022,0.073333333,41,6,,9,,,,,,,,,,3,,,,,,,,
mo,Synechanthus,warscewiczianus,Sullivan,212,Panama,9.2,79.22,800,,,,,reg,1,0.184,0.014,0.076086957,49,3,1,,,0.048,1.7,35.41666667,8,0.149,0.137,0.114,5,,0.0109,0.0058,0.532110092,rum,9,1.3,,
mo,Synechanthus,warscewiczianus,Systma,1437,Panama,9.17,79.35,875,,,,,reg,1,0.25,0.022,0.088,37,7,1,,,0.048,2.6,54.16666667,13,0.166,0.152,0.148,5,3,,,,,,,,
mo,Synechanthus,warscewiczianus,Tipaz,2692,Ecuador,0.45,78.55,130,,,,,reg,1,0.434,0.215,0.495391705,52,23,1,7,0.312,0.107,1.8,16.82242991,24,0.21,0.19,0.136,7,3,,,,,,,,
mo,Synechanthus,warscewiczianus,Tyson,3240,Panama,9.15,79.22,700,,,,,reg,1,0.225,0.014,0.062222222,24,5,1,8,0.427,0.029,3.2,110.3448276,9,0.157,0.135,0.133,6,,,,,,,,,
mo,Synechanthus,warscewiczianus,Tyson,3406,Panama,9.2,79.25,900,,,,,reg,1,0.216,0.013,0.060185185,39,3,1,8,0.5,0.051,2.7,52.94117647,15,0.28,0.263,0.237,7,,0.0107,0.0054,0.504672897,rum,7,2,,
mo,Synechanthus,warscewiczianus,Aulestia,,Ecuador,1.08,78.33,200,,,,,reg,1,0.37,0.028,0.075675676,52,8,1,7,0.402,0.17,3.7,21.76470588,72,0.255,0.25,0.12,9,,0.0137,0.009,0.656934307,rum,9,2.8,,
mo,Synechanthus,warscewiczianus,Pipoly,6017,Nicaragua,13.45,84.59,900,,,,,reg,1,0.47,0.053,0.112765957,49,13,1,,0.308,0.13,3,23.07692308,36,,,,9,,0.021,0.0088,0.419047619,rum,12,1.5,,
mo,Synechanthus,warscewiczianus,Pipoly,5247,Nicaragua,13.45,84.59,900,,,,,reg,1,0.395,0.035,0.088607595,53,7,1,,0.275,0.085,2.8,32.94117647,25,,,,7,,0.0186,0.011,0.591397849,rum,10,2.7,,
ny,Synechanthus,warscewiczianus,Bergman,62143,Ecuador,1.05,79,1,4,0.03,clu,2,reg,1,0.513,0.025,0.048732943,59,5,1,8,0.51,0.135,,,55,,,,7,,0.0141,0.0087,0.617021277,rum,6,2.3,,
ny,Synechanthus,warscewiczianus,Bergman,62154,Ecuador,-0.28,79.2,300,2.62,0.035,sol,1,reg,1,0.579,0.111,0.191709845,38,21,1,7,0.29,0.145,2.3,15.86206897,62,0.25,0.22,0.19,10,,0.0163,0.0072,0.441717791,rum,8,2,,
col,Synechanthus,warscewiczianus,Cuatrecasas,16764,Colombia,4.05,77.1,7,,,,,reg,1,0.605,0.036,0.059504132,46,8,1,,,,,,,,,,11,,,,,,,,,
col,Synechanthus,warscewiczianus,Cuatrecasas,17653,Colombia,3.25,77.2,40,3,0.03,,,reg,1,0.52,0.022,0.042307692,42,5,1,7,0.387,0.15,6.1,40.66666667,64,,0.29,0.17,11,,0.016,0.011,0.6875,rum,11,3.6,,
col,Synechanthus,warscewiczianus,Bernal,429,Colombia,7.15,77.3,100,5,0.05,clu,2,reg,1,0.662,0.031,0.046827795,31,5,1,8,0.645,0.19,3.8,20,42,0.48,0.397,0.27,10,,,,,,,,,
col,Synechanthus,warscewiczianus,Fuchs,21976,Colombia,5,77.2,,,,,,reg,1,,,,33,13,1,8,,,,,,,,,,,,,,,,,,
col,Synechanthus,warscewiczianus,Seifke,5,Colombia,1.5,78.45,60,5,0.035,sol,1,reg,1,0.575,0.034,0.059130435,52,5,1,,0.595,0.178,,,,0.335,0.289,0.21,8,,0.0152,0.0063,0.414473684,rum,8,1.8,,
mo,Synechanthus,warscewiczianus,Dwyer,7207,Panama,9.14,79.22,,,,,,reg,1,0.255,0.011,0.043137255,46,5,1,7,0.367,0.037,2.8,75.67567568,10,0.142,0.12,0.122,7,,0.009,0.0051,0.566666667,rum,7,1.6,,
mo,Synechanthus,warscewiczianus,Mori,2730,Panama,9.14,79.22,,1,,,,reg,1,0.177,0.016,0.09039548,43,3,1,,0.306,0.006,1.9,316.6666667,3,0.113,0.11,0.087,6,3,,,,,,,,
f,Synechanthus,warscewiczianus,Garwood,2763,Panama,7.55,77.45,,3.5,,clu,2,reg,1,0.401,0.022,0.054862843,42,5,1,6,0.63,0.17,5,29.41176471,51,0.32,0.34,,8,,0.015,0.006,0.4,rum,9,1.5,,
f,Synechanthus,warscewiczianus,Solis,13636,Ecuador,0.15,79.3,300,,,,,reg,1,0.581,0.044,0.075731497,41,6,1,,,,,,,,0.333,0.194,,,0.0175,0.0098,0.56,rum,9,3,,
f,Synechanthus,warscewiczianus,Garwood,2753,Panama,7.55,77.45,,3.5,,,,reg,1,0.43,0.027,0.062790698,51,5,1,6,0.56,0.095,2.7,28.42105263,38,0.3,0.23,0.221,8,,0.0151,0.006,0.397350993,rum,10,1.5,,
f,Synechanthus,warscewiczianus,Boyle,1335,Costa Rica,10.2,84.05,520,,0.03,,,reg,1,0.39,0.018,0.046153846,61,5,1,,,,,,,,,,,,,,,,,,,
f,Synechanthus,warscewiczianus,Allen,6677,Costa Rica,8.4,83.2,30,3,0.035,clu,2,reg,1,,,,,,1,,,0.23,6,26.08695652,37,0.495,0.386,0.317,13,,0.0096,0.0085,0.885416667,,9,2.3,,
f,Synechanthus,warscewiczianus,Ivey,316,Costa Rica,10.21,84.41,725,,0.03,clu,2,reg,1,0.465,0.028,0.060215054,49,6,,,,,,,,,,,,,,,,,,,,
f,Synechanthus,warscewiczianus,Opler,987,Costa Rica,10.26,84.01,,,,,,,1,,,,,,1,7,0.452,0.139,3.4,24.46043165,36,0.265,0.23,0.16,6,,,,,,,,,
f,Synechanthus,warscewiczianus,Aviles,27,Panama,,,,,,,,,1,,,,,,1,,,0.15,3.2,21.33333333,55,0.22,0.21,0.125,6,,,,,,,,,
f,Synechanthus,warscewiczianus,Aviles,82,Panama,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
f,Synechanthus,warscewiczianus,Brenes,20540,Costa Rica,,,,,,,,,1,,,,,,1,7,0.59,0.132,4.9,37.12121212,40,,,0.16,12,,,,,,,,,
f,Synechanthus,warscewiczianus,Smith,1878,Costa Rica,10.2,84.25,850,,,,,reg,1,0.412,0.017,0.041262136,50,5,1,,,0.17,4.5,26.47058824,38,0.225,0.203,,7,,,,,,,,,
f,Synechanthus,warscewiczianus,Allen,2303,Panama,8.35,80.07,1000,,,,,reg,1,0.22,0.021,0.095454545,52,3,1,7,0.505,0.163,3.4,20.85889571,78,0.185,0.155,0.04,7,,,,,,,,,
f,Synechanthus,warscewiczianus,Williams,28807,Costa Rica,9.1,83.35,600,,,,,reg,1,,0.028,,48,5,1,7,0.755,0.24,5.1,21.25,60,0.46,0.38,0.165,11,,0.0116,0.008,0.689655172,,11,3,,
f,Synechanthus,warscewiczianus,Hammel,13450,Panama,8.37,80.35,1000,,,,,reg,1,0.272,0.016,0.058823529,55,3,1,6,0.87,0.235,2.9,12.34042553,101,0.165,0.153,0.045,8,,,,,,,,,
f,Synechanthus,warscewiczianus,Burger,4651,Costa Rica,8.54,83.24,20,,,,,reg,1,0.38,0.042,0.110526316,50,5,1,,,,,,,,0.34,,,,0.011,0.012,1.090909091,,11,3.4,,
f,Synechanthus,warscewiczianus,Burger,4425,Costa Rica,8.47,82.58,1150,,,,,reg,1,,0.026,,59,5,1,,,,4.6,,,0.337,0.32,,11,,0.0114,0.0103,0.903508772,,8,2.8,,
f,Synechanthus,warscewiczianus,Cuatrecasas,16308,Colombia,4,77,,,,,,reg,1,0.575,0.028,0.048695652,46,5,1,,,,,,,,,,,,0.0145,0.0093,0.64137931,,11,2.8,,
bh,Synechanthus,warscewiczianus,Bailey,523,Panama,9.11,79.57,,,,,,reg,1,0.31,0.025,0.080645161,45,5,1,10,,0.155,4.1,26.4516129,67,,,,,,0.0099,0.005,0.505050505,,7,1.5,,
bh,Synechanthus,warscewiczianus,Loomis,0,Panama,9.11,79.57,,,,,,reg,1,0.5,0.075,0.15,28,15,1,,,0.19,5,26.31578947,70,0.26,,0.12,5,,,,,,,,,
bh,Synechanthus,warscewiczianus,Deleon,243,Colombia,3.5,77.05,,,,,,reg,1,0.39,0.02,0.051282051,33,3,1,,,,,,,,,,,,,,,,,,,
bh,Synechanthus,warscewiczianus,Deleon,123,Colombia,3.5,77.07,,2.6,0.035,,,reg,1,,,,,,,,,,,,,,,,,,,,,,,,,
bh,Synechanthus,warscewiczianus,Duke,14902,Panama,9.26,78.35,,,,,,reg,1,,,,,,,,,,,,,,,,,,,,,,,,,
bh,Synechanthus,warscewiczianus,Bartlett,16742,Panama,9.11,79.57,,,,,,reg,1,0.35,0.025,0.071428571,47,3,1,9,0.48,0.25,3.5,14,73,0.24,0.2,0.09,6,,,,,,,,,
bh,Synechanthus,warscewiczianus,Moore,10533,Panama,8.37,80.36,,3,,clu,2,reg,1,,,,,,,,,,,,,,,,,,,,,,,,,
bh,Synechanthus,warscewiczianus,Duke,10859,Panama,8.35,77.5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
bh,Synechanthus,warscewiczianus,bristan,550,Panama,7.49,77.43,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
bh,Synechanthus,warscewiczianus,Duke,11227,Colombia,6.55,77.33,300,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
bh,Synechanthus,warscewiczianus,Moore,9466,Colombia,3.55,77.05,,3,,clu,2,reg,1,0.52,0.086,0.165384615,23,7,1,,0.36,0.105,2.4,22.85714286,25,0.26,0.2,0.17,,,0.0225,0.0154,0.684444444,,10,2,,
bh,Synechanthus,warscewiczianus,Allen,4376,Panama,8.29,81.06,850,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
bh,Synechanthus,warscewiczianus,Holdridge,5114,Costa Rica,10.26,83.59,100,,,,,reg,1,0.44,0.038,0.086363636,42,6,1,,0.44,0.16,5.1,31.875,54,0.29,,,,,,,,,,,,
bh,Synechanthus,warscewiczianus,Langlois,1,Costa Rica,10.19,84.09,,,,,,reg,1,,,,,,,,,,,,,,,,,,,,,,,,,
bh,Synechanthus,warscewiczianus,Moore,6537,Costa Rica,8.58,83.29,,3.3,0.035,clu,2,reg,1,0.46,0.05,0.108695652,45,5,1,7,0.71,0.14,4.5,32.14285714,35,,,0.23,,,0.0105,0.0116,1.104761905,,,,,
bh,Synechanthus,warscewiczianus,Langlois,1a,Costa Rica,10.2,84.12,,,,,,reg,1,,,,,,,,,,,,,,,,,,,,,,,,,
bh,Synechanthus,warscewiczianus,Moore,9409,Costa Rica,10.26,83.59,110,,,clu,2,reg,1,,,,,,1,7,0.48,0.115,2.5,21.73913043,33,0.2,0.18,0.12,4,,,,,,,,,
bh,Synechanthus,warscewiczianus,Moore,6694,Costa Rica,9.5,83.25,1100,5,,clu,2,reg,1,0.45,0.027,0.06,50,5,1,,,,,,,,,,,,,,,,,,,
bh,Synechanthus,warscewiczianus,Bailey,141,Panama,9.11,79.57,,,,,,reg,1,,,,,,1,8,0.33,0.11,3,27.27272727,44,0.013,0.115,0.09,5,,,,,,,,,
bh,Synechanthus,warscewiczianus,Johnston,1644,Panama,9.15,80,,,,,,reg,1,0.36,0.053,0.147222222,30,10,1,,0.43,0.21,4.1,19.52380952,74,0.31,,0.14,6,,,,,,,,,
bh,Synechanthus,warscewiczianus,Moore,9486,Ecuador,-0.15,79.1,600,3,0.05,clu,2,reg,1,0.5,0.045,0.09,50,6,,,,,,,,,,,,,,,,,,,,
bh,Synechanthus,warscewiczianus,Tomlinson,1965,Costa Rica,10.26,83.59,,,,,,reg,1,0.46,0.03,0.065217391,33,8,1,,0.38,0.11,3,27.27272727,60,0.29,0.245,0.13,,,,,,,,,,
bh,Synechanthus,warscewiczianus,Moore,6745,Costa Rica,9.57,83.37,,5,,clu,2,reg,1,0.345,0.02,0.057971014,39,5,1,,,,,,,,,,,,0.0187,0.0094,0.502673797,rum,8,2.5,,
bh,Synechanthus,warscewiczianus,Moore,6715,Costa Rica,,,120,3,,clu,2,reg,1,0.38,0.025,0.065789474,41,5,1,7,0.47,0.13,3.5,26.92307692,44,0.255,0.205,0.1,8,,,,,,,,,
bh,Synechanthus,warscewiczianus,Read,642,Costa Rica,8.48,82.55,,,,,,reg,1,0.36,0.02,0.055555556,38,5,1,7,0.59,0.17,4.2,24.70588235,42,0.34,0.23,0.18,,,,,,,,,,
bh,Synechanthus,warscewiczianus,Moore,9427,Costa Rica,8.48,82.55,1150,5,0.03,clu,2,reg,1,,,,,,1,7,0.79,0.19,4.7,24.73684211,50,0.36,0.33,0.23,,,,,,,,,,
us,Synechanthus,warscewiczianus,Cook,156,Colombia,3.55,77.03,,,,clu,2,reg,1,,,,,,1,,,,,,,,,,,,,,,,,,,
us,Synechanthus,warscewiczianus,Killip,35097,Colombia,5.05,76.45,125,,,,,reg,1,,,,,,1,7,0.29,0.08,2.7,33.75,48,,,,9,,,,,,,,,
us,Synechanthus,warscewiczianus,Reveal,4927,Panama,8.02,77.42,1000,,,sol,1,reg,1,,,,,,1,,,,,,,,,,,,0.0158,0.0067,0.424050633,,7,1.6,,
us,Synechanthus,warscewiczianus,Read,8141,Panama,9.15,79.2,700,1.5,,clu,2,reg,1,0.23,0.015,0.065217391,50,3,1,7,0.6,0.035,2.5,71.42857143,9,0.23,0.185,0.16,10,,,,,,,,,
us,Synechanthus,warscewiczianus,Cook,60,Panama,9.1,79.48,,,,,,reg,1,,,,,,1,,,,,,,,,,,,,,,,,,,
us,Synechanthus,warscewiczianus,Standley,27468,Panama,9.1,79.48,,3.3,,,,reg,1,,,,,,1,,,,,,,,,,,,,,,,,,,
us,Synechanthus,warscewiczianus,Maxon,4847,Panama,9.16,79.45,10,4.5,,,,reg,1,0.45,0.035,0.077777778,34,5,1,,,,,,,,,,,,0.011,0.0049,0.445454545,,7,1,,
us,Synechanthus,warscewiczianus,Maxon,6831,Panama,9.11,79.57,,,,,,reg,1,0.385,0.067,0.174025974,35,8,1,,,,,,,,,,,,,,,,,,,
us,Synechanthus,warscewiczianus,Maxon,6826,Panama,9.11,79.57,,3.5,0.02,,,reg,1,0.38,0.045,0.118421053,43,8,1,,,,,,,,,,,,,,,,,,,
us,Synechanthus,warscewiczianus,Standley,47238,Costa Rica,9.5,83.45,900,2,,,,reg,1,,0.013,,,3,1,,,,,,,,,,,,0.0184,0.0099,0.538043478,,5,2,,
us,Synechanthus,warscewiczianus,Read,7450,Costa Rica,9.55,83.4,695,2,,clu,2,reg,1,0.39,0.02,0.051282051,54,5,1,7,0.46,,,,,,,,,,,,,,,,,
us,Synechanthus,warscewiczianus,Read,7451,Costa Rica,9.55,83.4,695,3,,clu,2,reg,1,0.555,0.027,0.048648649,44,3,1,,,,,,,,,,,,,,,,,,,
us,Synechanthus,warscewiczianus,Grijalva,310,Nicaragua,13.45,84.59,850,,,,,reg,1,,,,,,1,,,,,,,,,,,,,,,,,,,
us,Synechanthus,warscewiczianus,Pittier,2292,Panama,9.07,79.43,30,1.75,0.0225,,,reg,1,0.37,0.028,0.075675676,25,5,1,,,,,,,,,,,,,,,,,,,
us,Synechanthus,warscewiczianus,Killip,33426,Colombia,3.53,76.56,75,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
us,Synechanthus,warscewiczianus,Cook,77,Colombia,3.53,77.04,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
us,Synechanthus,warscewiczianus,Standley,41092,Panama,9.11,79.57,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
us,Synechanthus,warscewiczianus,Cook,60,Panama,9.1,79.48,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
us,Synechanthus,warscewiczianus,Dodson,4373,Panama,-0.35,79.25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
